BAS.INSTNAME,Country,BAS.WEBSITE
École nationale supérieure de techniques avancées,France,http://www.ensta-paristech.fr/
EPF - École d'ingénieurs,France,http://www.epf.fr/
École nationale supérieure du pétrole et des moteurs,France,http://www.ifp-school.com/
Université Paris Nanterre,France,https://www.parisnanterre.fr/
Ecole centrale de Paris,France,http://www.ecp.fr/
École Nationale de la Statistique et de l’Administration Économique,France,http://www.ensae.fr/
École supérieure des techniques aéronautiques et de construction automobile,France,http://www.estaca.fr/
École supérieure d'ingénieurs Léonard-de-Vinci,France,https://www.esilv.fr/
École nationale supérieure maritime,France,http://www.supmaritime.fr/
Institut supérieur de mécanique de Paris,France,http://www.supmeca.fr/
Université Paris 13 - Paris Nord,France,http://www.univ-paris13.fr/
Université Paris 8 - Vincennes - Saint-Denis,France,http://www.univ-paris8.fr/
École Supérieure d'Ingénieurs en Électronique et Électrotechnique Paris,France,http://www.esiee.fr/
École normale supérieure Paris-Saclay,France,http://www.ens-cachan.fr/
Université Paris-Est Créteil Val-de-Marne,France,http://www.u-pec.fr/
École d'ingénieur généraliste en informatique et technologies du numérique,France,http://www.efrei.fr/
ESME Sudria,France,http://www.esme.fr/en/
École supérieure d'ingénieurs des travaux de la construction de Paris,France,https://www.esitc-paris.fr/fr
École pour l'informatique et les techniques avancées,France,http://www.epita.fr/
Institut polytechnique des sciences avancées,France,http://www.ipsa.fr/
"École spéciale des travaux publics, du bâtiment et de l'industrie",France,http://www.estp.fr/
École nationale supérieure de l'électronique et de ses applications de Cergy,France,http://www.ensea.fr/
École internationale des sciences du traitement de l'information,France,http://www.eisti.fr/
Université de Cergy-Pontoise,France,http://www.u-cergy.fr/
École d'ingénieur d'agro-développement international,France,http://www.istom.fr/
Institut libre d'éducation physique supérieur,France,http://www.ileps.org/
ECAM - EPMI Graduate School of Engineering,France,http://www.ecam-epmi.fr/
École de biologie industrielle,France,https://ebi-edu.com/en/
Institut régional d'administration de Bastia,France,https://ira-bastia.gouv.fr
Université de Corse Pasquale Paoli,France,http://www.univ-corse.fr/
Université des Antilles,France,http://www.univ-antilles.fr/
Université de La Réunion,France,http://www.univ-reunion.fr/
Université de la Nouvelle-Calédonie,France,https://unc.nc/
Université de la Polynésie Française,France,http://www.upf.pf/
Centre Universitaire de Mayotte,France,http://www.univ-mayotte.fr/
Université de Bordeaux,France,http://www.u-bordeaux.fr/
ESPE de l'académie d'Aix-Marseille,France,https://inspe.univ-amu.fr
ESPE de l'académie d'Amiens,France,https://www.u-picardie.fr/espe/
ESPE de l'académie de Bordeaux,France,https://www.inspe-bordeaux.fr
ESPE de l'académie de Dijon,France,http://espe.u-bourgogne.fr/
ESPE de l'académie de Rennes,France,http://www.espe-bretagne.fr/
ESPE de l'académie de Caen,France,http://www.unicaen.fr/espe/
ESPE de l'académie d'Orléans-Tours,France,http://www.univ-orleans.fr/espe
ESPE de l'académie de Clermont-Ferrand,France,https://espe.uca.fr/
ESPE de l'académie de Corse,France,https://espe.universita.corsica/
ESPE de l'académie de Créteil,France,http://espe.u-pec.fr/
ESPE de l'académie de Besançon,France,http://espe.univ-fcomte.fr/
ESPE de l'académie de Grenoble,France,https://espe.univ-grenoble-alpes.fr/
ESPE de l'académie de Guadeloupe,France,http://www.espe-guadeloupe.fr/
ESPE de l'académie de Guyane,France,http://www.espe-guyane.fr/
ESPE de l'académie de la Réunion,France,http://espe.univ-reunion.fr/
ESPE de l'académie de Lille,France,http://www.espe-lnf.fr/
ESPE de l'académie de Limoges,France,http://www.unilim.fr/espe/
ESPE de l'académie de Nancy-Metz,France,http://espe.univ-lorraine.fr/
ESPE de l'académie de Lyon,France,http://espe.univ-lyon1.fr/
ESPE de l'académie de Martinique,France,http://www.espe-martinique.fr
ESPE de l'académie de Montpellier,France,http://www.espe-lr.fr
ESPE de l'académie de Nantes,France,http://www.espe.univ-nantes.fr/
ESPE de l'académie de Nice,France,https://inspe.univ-cotedazur.fr
ESPE de l'académie de Paris,France,http://www.espe-paris.fr/
ESPE de l'académie de Poitiers,France,http://espe.univ-poitiers.fr/
ESPE de l'académie de Reims,France,http://www.univ-reims.fr/espe
ESPE de l'académie de Rouen,France,http://espe.univ-rouen.fr/
ESPE de l'académie de Strasbourg,France,http://espe.unistra.fr/
ESPE de l'académie de Toulouse,France,http://espe.univ-toulouse.fr/
ESPE de l'académie de Versailles,France,http://www.espe-versailles.fr
Institut national des sciences appliquées Centre Val de Loire,France,http://www.insa-centrevaldeloire.fr/
École normale supérieure de Rennes,France,http://www.ens-rennes.fr/
Hourdé École supérieure des arts et techniques,France,http://www.esat.fr/
École nationale supérieure d'arts de Paris-Cergy,France,http://www.ensapc.fr/
Université de Montpellier,France,http://www.umontpellier.fr/
CentraleSupélec,France,http://www.centralesupelec.fr/
ESPE Nouvelle-Calédonie,France,http://www.univ-nc.nc/formation/formation-des-enseignants#titre1
ESPE Polynésie Française,France,http://inspe.upf.pf
Université de Guyane,France,http://www.univ-guyane.fr/
École nationale vétérinaire de Toulouse,France,http://www.envt.fr/
École nationale vétérinaire d'Alfort,France,http://www.vet-alfort.fr/
École nationale supérieure de paysage de Versailles,France,http://www.ecole-paysage.fr/site/ensp_fr/index.htm
École catholique d'arts et métiers Strasbourg-Europe,France,http://ecam-strasbourg.eu/
École d'ingénieurs SIGMA Clermont,France,https://www.sigma-clermont.fr/
Université de Grenoble Alpes,France,https://www.univ-grenoble-alpes.fr/
Facultés libres de philosophie et de psychologie,France,https://ipc-paris.fr/
École supérieure d'art Annecy Alpes,France,http://www.esaaa.fr/
Centre Sèvres,France,https://centresevres.com/
Ecole nationale supérieure d'art Villa d'Arson,France,https://www.villa-arson.org/
École supérieure d'art et de design d'Amiens,France,http://www.esad-amiens.fr/
Institut supérieur des beaux-arts de Besançon Franche-Comté,France,http://www.isba-besancon.fr/
École des Mines Télécom Atlantique,France,http://www.imt-atlantique.fr/
Université Lasalle,France,https://www.unilasalle.fr/
École supérieure d'art du Nord-Pas de Calais / Dunkerque-Tourcoing,France,https://www.esa-n.info/
Université de Lille,France,https://www.univ-lille.fr/home/
Sorbonne Université,France,https://www.sorbonne-universite.fr
Efrei Paris,France,https://www.efrei.fr/
Institut supérieur européen de formation par l'action,France,https://www.isefac.org/
Epitech,France,https://www.epitech.eu/fr/
E-artsup,France,http://www.e-artsup.net/
Université Côte d'Azur,France,http://www.univ-cotedazur.fr
Université Paris Cité,France,http://u-paris.fr
CY Cergy Paris Université,France,http://www.cyu.fr
EPE université Grenoble Alpes,France,https://www.univ-grenoble-alpes.fr/english/
Université Paris-saclay,France,https://www.universite-paris-saclay.fr/
EM Lyon Business School,France,http://www.em-lyon.com/fr
École des hautes études commerciales de Paris,France,http://www.hec.fr
Grenoble École de management,France,https://www.grenoble-em.com
Audencia Nantes Ecole de management,France,http://www.audencia.com
Institut d'Économie Scientifique et de Gestion,France,https://www.ieseg.fr
Neoma business school,France,http://www.neoma-bs.fr
Kedge business school,France,https://kedge.edu
École supérieure de commerce d’Amiens,France,http://www.esc-amiens.com/
École supérieure des technologies et des affaires de Belfort,France,http://www.esta-groupe.fr/
École de commerce européenne,France,https://ece.inseec.com/en/bba-inseec-school-of-management/
École supérieure de commerce de Pau,France,https://www.esc-pau.fr/
Sud Management - EGC Agen,France,https://www.sudmanagement.fr/
École de gestion et de commerce de Normandie,France,https://www.egcnormandie.fr/
École supérieure de commerce de Clermont-Ferrand,France,https://www.esc-clermont.fr/en/
Institut Européen d'Administration des Affaires,France,https://www.insead.edu/
École supérieure de commerce de Dijon-Bourgogne,France,https://www.bsb-education.com/
École de gestion et de commerce de Valence,France,https://ecole-commerce-valence.fr
Ecole de gestion et de commerce de La Réunion,France,https://www.egc-reunion.re/
École des hautes études commerciales du nord,France,https://www.edhec.edu/
SKEMA Business School,France,http://www.skema.edu/
"Ecole Supérieure de Commerce et Développement – Afrique, Amériques, Asie",France,http://www.ecole3a.edu/
Ecole supérieure pour le développement économique et social de Lyon,France,http://www.esdes.fr/
Institut de recherche et d’action commerciale,France,http://www.idrac-business-school.com/
Ecole de gestion et de commerce de Martinique,France,http://www.egc-martinique.com/
Montpellier Business School,France,https://www.montpellier-bs.com/international/
ICN Nancy-Metz Ecole de management,France,https://www.icn-artem.com/en/
Ecole de gestion et de commerce de Vendée,France,http://www.egc-vendee.fr/
Ecole supérieure des sciences commerciales d’Angers,France,https://www.essca.fr/
Ecole de Gestion et de Commerce du Pacifique Sud,France,https://www.egc.cci.nc/
Ecole supérieure de commerce et de management,France,http://www.escem.fr/
Ecole européenne de management,France,http://www.ebs-paris.fr/ecole-management/
Ecole supérieure du commerce extérieur,France,http://www.esce.fr/business-school/
ESCP Europe,France,https://www.escpeurope.eu/
Ecole Ferrandi Paris,France,https://www.ferrandi-paris.fr/
Institut international du commerce et du développement,France,http://www.icd-ecoles.com/
Institut des hautes études économiques et commerciales,France,https://www.inseec-bs.com/
Institut de préparation à l’administration et à la gestion,France,https://www.ipag.edu/
Institut supérieur du commerce de Paris,France,https://www.iscparis.com/
Institut Superieur de Gestion,France,https://www.isg.fr/
"Institut supérieur privé des sciences, techniques et économie commerciales",France,https://istec.fr/
Institut Français de la Mode,France,http://www.ifm-paris.com/en.html
PSB Paris School of Business,France,https://www.psbedu.paris/en
Excelia Group,France,https://www.excelia-group.com/
Y Schools,France,https://www.yschools.fr/
Brest Business School,France,http://international.brest-bs.com/
Rennes School of Business,France,https://www.rennes-sb.fr/
École de Management de Normandie,France,https://www.em-normandie.com/fr
EM Strasbourg Business School,France,https://www.em-strasbourg.eu/
Ecole de gestion et de commerce d’Occitanie,France,https://www.egc-occitanie.fr/
Ecole des dirigeants et créateurs d'entreprise,France,https://www.edcparis.edu/
École de Management Léonard de Vinci,France,https://www.emlv.fr/
Ecole supérieure des sciences économiques et commerciales,France,http://www.essec.edu
Institut polytechnique de Paris,France,https://www.ip-paris.fr/en/home-en/
Eurecom,France,https://www.eurecom.fr/en/
Institut National des Sciences Appliquées Hauts-de-France,France,https://www.insa-hautsdefrance.fr/
Polytech Clermont-Ferrand,France,http://polytech.univ-bpclermont.fr/-History-272-.html?lang=fr
Ecole Nationale des Sciences Géographiques,France,https://www.ensg.eu/School
Institut national polytechnique Clermont-Auvergne,France,http://polytech.univ-bpclermont.fr/-The-School-273-.html?lang=fr
Université Paris sciences et lettres,France,https://psl.eu/
École de commerce spécialisée en marketing et management,France,https://www.esgci.com
Ecole de Commmerce Montpellier,France,https://www.esg.fr/ecole-montpellier
Ecole de Commerce Tours,France,https://www.esg.fr/ecole-tours
Ecole de gestion et finance Paris,France,https://www.esgf.com/
Ecole de Commerce Lyon,France,https://www.esg.fr/ecole-lyon
Ecole de Gestion en Ressources Humaines,France,https://www.esgrh.fr/
Ecole supérieure de Communication et de Publicité,France,https://www.iscom.fr/
Sup Career Alternance,France,https://www.supcareer.com
ESI Business School,France,https://www.esi-business-school.com/
École interarmées des sports,France,https://www.terre.defense.gouv.fr/cnsd/lecole-interarmees-sports/lecole-interarmees-sports-eis
Institut supérieur européen de gestion Lille,France,http://www.iseg.fr/
Institut Paul Bocuse,France,https://en.institutlyfe.com
ESLSCA Business School,France,https://www.eslsca.fr
Institut de formation en masso-kinésithérapie - Marseille,France,https://ifmk-marseille.fr/
MERKURE Business School,France,https://www.merkure.com/
WIN Ecole de management du sport,France,https://www.win-sport-school.com/
Kedge Business School Bayonne,France,https://www.kedgebachelor-bayonne.com/
Bellecour Ecole,France,https://www.bellecour.fr/
Ecole de cinéma et audiovisuel,France,https://www.eicar.fr/
Ecole supérieure du digital,France,https://ecole-du-digital.com/
Ecole supérieure de publicité,France,https://espub.org/
Institut de formation en soins infirmiers - Centre Hospitalier Métropole Savoie,France,https://www.ch-metropole-savoie.fr/
Comue Université Bourgogne Franche-Comté,France,http://www.ubfc.fr/
Comue Université Paris-Lumière,France,http://www.u-plum.fr/
Université de recherche Paris sciences et lettres,France,https://www.psl.eu/
Institut d'études politiques de Lyon,France,https://www.sciencespo-lyon.fr/
Institut d'études politiques de Lille,France,http://www.sciencespo-lille.eu/
Université Gustave-Eiffel,France,http://www.univ-gustave-eiffel.fr/
Institut d'études politiques de Rennes,France,http://www.sciencespo-rennes.fr
Institut national des sciences et techniques nucléaires,France,http://www-instn.cea.fr/en/
Institut National du Patrimoine,France,http://www.inp.fr/
American University of Paris,France,https://www.aup.edu
Georgia Tech Lorraine,France,https://lorraine.gatech.edu
Institut supérieur des matériaux du Mans,France,https://ismans.cesi.fr/
Ecole pratique du service social,France,http://www.epss-edu.com/
Ecole Nationale d'Administration,France,https://www.ena.fr/
Institut Régional du Travail Social de Champagne Ardennes,France,http://www.irtsca.fr/
Ecole supérieure de réalisation audiovisuelle,France,http://www.esra.edu/
The sustainable design school,France,http://www.the-sds.com
Toulouse Business School,France,http://www.tbs-education.fr/
Ecole nationale supérieure des arts et techniques du théâtre,France,http://www.ensatt.fr/
Ecole nationale supérieure Louis Lumière,France,http://www.ens-louis-lumiere.fr/
Institut national supérieur de formation et de recherche pour l’éducation des jeunes handicapés et les enseignements adaptés (INSHEA),France,http://www.inshea.fr/
Conservatoire national supérieur d'Art dramatique,France,http://www.cnsad.fr
École nationale supérieure des métiers de l'image et du son,France,http://www.femis.fr/
